R_age,P_age,R_yrsed,P_yrsed,R_race,P_race,R_political,P_political,R_religion,P_religion,R_work,R_house,R_rent,R_citydweller,R_region,same_sex_couple,relationship_quality,coresident,relationship_length_start,age_difference,edu_difference,rac_difference,pol_difference,relig_difference,LGB_status,union_status,broke_up,together_end
50,61.0,16.0,20.0,NH white,NH white,democrat,democrat,jewish,jewish,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,20.0,-11.0,-4.0,no,no,no,L,CU_DP,no,yes
39,51.0,17.0,14.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,9.0,-12.0,3.0,no,no,yes,B,married,no,yes
25,23.0,16.0,17.0,Hispanic, NH black,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,5.0,2.0,-1.0,yes,no,yes,L,married,no,yes
49,42.0,16.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,6.0,7.0,0.0,no,no,yes,B,none,no,yes
55,36.0,16.0,16.0,NH white, NH Asian Pac Islander,democrat,democrat,none,none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,west,same-sex couple,fair,No,9.0,19.0,0.0,yes,no,no,G,none,no,yes
37,42.0,12.0,12.0,NH white,NH white,democrat,democrat,catholic,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,10.0,-5.0,0.0,no,no,yes,G,none,no,yes
48,54.0,13.0,14.0, NH black, NH black,republican,republican,pentecostal,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,30.0,-6.0,-1.0,no,no,yes,B,married,no,yes
40,44.0,14.0,12.0,Hispanic,NH white,democrat,other,catholic,none,working,a building with 2 or more apartments,rented for cash,metro,northeast,different sex couple,excellent,Yes,24.0,-4.0,2.0,yes,yes,yes,B,married,no,yes
21,19.0,13.0,13.0,NH white, NH black,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,fair,No,0.05,2.0,0.0,yes,no,no,B,none,w2,no
32,28.0,17.0,16.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",none,working,a building with 2 or more apartments,rented for cash,metro,midwest,different sex couple,excellent,Yes,7.0,4.0,1.0,no,no,yes,B,married,no,yes
70,62.0,16.0,17.0,NH white,NH white,republican,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,32.0,8.0,-1.0,no,yes,yes,L,CU_DP,no,yes
45,41.0,14.0,13.0,NH white,NH white,republican,republican,other christian,other christian,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,21.0,4.0,1.0,no,no,no,G,none,no,yes
29,29.0,16.0,17.0,NH white,NH white,democrat,other,none,none,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,excellent,Yes,8.0,0.0,-1.0,no,yes,no,L,none,no,yes
45,49.0,17.0,13.0,Hispanic,NH white,democrat,other,none,none,unemployed,a one-family house attached to one or more houses,rented for cash,metro,west,same-sex couple,excellent,Yes,10.0,-4.0,4.0,yes,yes,no,L,none,no,yes
30,33.0,17.0,17.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,6.0,-3.0,0.0,no,no,no,L,married,no,yes
60,47.0,13.0,14.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,northeast,different sex couple,good,No,27.0,13.0,-1.0,no,no,no,B,CU_DP,no,yes
45,42.0,20.0,20.0,NH white,NH white,democrat,other,catholic,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,12.0,3.0,0.0,no,yes,yes,L,CU_DP,no,yes
60,58.0,17.0,17.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,38.0,2.0,0.0,no,no,yes,B,married,no,yes
51,48.0,16.0,20.0, NH Asian Pac Islander,NH white,democrat,other,"other non-christian, please specify",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,No,25.0,3.0,-4.0,yes,yes,yes,B,married,no,yes
42,45.0,17.0,16.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,12.0,-3.0,1.0,no,no,no,L,CU_DP,no,yes
56,50.0,12.0,17.0,NH white,NH white,republican,republican,pentecostal,pentecostal,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,19.0,6.0,-5.0,no,no,no,S,married,no,yes
22,24.0,13.0,16.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",jewish,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,No,2.5,-2.0,-3.0,no,no,yes,B,none,w2,no
49,48.0,17.0,17.0,NH white,NH white,republican,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,No,0.05,1.0,0.0,no,yes,yes,G,none,no,yes
45,22.0,13.0,13.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,4.0,23.0,0.0,no,no,no,G,none,no,yes
51,59.0,12.0,14.0,NH white,NH white,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,fair,No,14.0,-8.0,-2.0,no,yes,no,L,none,w2,no
54,54.0,13.0,13.0,NH white,NH white,republican,other,other christian,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,fair,Yes,9.0,0.0,0.0,no,yes,yes,B,none,no,yes
27,27.0,13.0,14.0,NH white,NH white,democrat,democrat,buddhist,catholic,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,6.0,0.0,-1.0,no,no,yes,L,none,no,yes
37,42.0,16.0,17.0, NH black, NH Asian Pac Islander,democrat,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",hindu,disabled,a one-family house detached from any other house,rented for cash,metro,south,different sex couple,good,Yes,12.0,-5.0,-1.0,yes,yes,yes,S,married,no,yes
37,43.0,16.0,20.0,NH white,NH white,republican,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,west,same-sex couple,good,Yes,6.0,-6.0,-4.0,no,yes,no,G,married,no,yes
47,47.0,13.0,16.0,NH white,NH white,republican,other,pentecostal,none,other,a mobile home,owned or being bought by you or someone in your household,non-metro,south,different sex couple,excellent,Yes,29.0,0.0,-3.0,no,yes,yes,B,married,no,yes
44,42.0,16.0,12.0,NH white,NH white,republican,democrat,catholic,catholic,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,good,No,1.5,2.0,4.0,no,yes,no,G,none,w2,no
48,48.0,12.0,13.0,NH white,NH white,democrat,republican,none,other christian,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,No,24.0,0.0,-1.0,no,yes,yes,L,none,w3,no
54,59.0,14.0,13.0,NH white,NH white,democrat,other,none,"other non-christian, please specify",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,23.0,-5.0,1.0,no,yes,yes,G,none,no,yes
47,48.0,17.0,17.0,NH white,Hispanic,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,18.0,-1.0,0.0,yes,no,no,G,none,no,yes
33,28.0,12.0,12.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,rented for cash,non-metro,west,different sex couple,excellent,No,0.15,5.0,0.0,no,no,no,B,none,w2,no
46,32.0,16.0,13.0,NH white,NH white,democrat,democrat,catholic,other christian,working,a mobile home,owned or being bought by you or someone in your household,non-metro,midwest,same-sex couple,good,No,1.5,14.0,3.0,no,no,yes,G,none,no,yes
67,54.0,14.0,16.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,midwest,same-sex couple,excellent,Yes,11.0,13.0,-2.0,no,no,yes,B,none,no,yes
42,46.0,16.0,16.0,NH white,NH white,democrat,other,baptist - any denomination,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,0.15,-4.0,0.0,no,yes,yes,G,none,w2,no
44,42.0,17.0,16.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,good,No,1.5,2.0,1.0,no,yes,yes,B,none,no,yes
55,63.0,16.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house attached to one or more houses,rented for cash,metro,midwest,same-sex couple,excellent,Yes,14.0,-8.0,3.0,no,no,yes,G,none,no,yes
19,20.0,13.0,13.0,NH white, NH black,republican,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,No,0.45,-1.0,0.0,yes,yes,yes,S,none,no,yes
50,55.0,12.0,12.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,26.0,-5.0,0.0,no,no,yes,L,none,no,yes
36,24.0,16.0,16.0, NH black,NH white,democrat,other,baptist - any denomination,catholic,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,good,Yes,0.75,12.0,0.0,yes,yes,yes,L,none,w2,no
35,36.0,13.0,16.0,NH white,NH white,republican,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,15.0,-1.0,-3.0,no,yes,yes,G,none,no,yes
32,23.0,16.0,13.0, NH black, NH black,democrat,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,Yes,2.5,9.0,3.0,no,no,no,B,married,no,yes
36,35.0,16.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,15.0,1.0,3.0,no,no,yes,G,none,no,yes
25,29.0,17.0,16.0, NH Asian Pac Islander,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,other,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,good,No,1.5,-4.0,1.0,yes,no,yes,L,none,w3,no
52,50.0,12.0,12.0, NH Amer Indian,NH white,republican,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,different sex couple,excellent,Yes,24.0,2.0,0.0,yes,yes,yes,B,married,no,yes
51,51.0,13.0,20.0,NH white,NH white,democrat,democrat,none,none,other,a one-family house detached from any other house,rented for cash,metro,midwest,different sex couple,fair,Yes,24.0,0.0,-7.0,no,no,no,B,married,no,yes
56,46.0,16.0,12.0,NH white,NH white,democrat,democrat,jewish,catholic,unemployed,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,poor,Yes,19.0,10.0,4.0,no,no,yes,B,married,no,yes
42,60.0,16.0,13.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,8.0,-18.0,3.0,no,yes,yes,G,none,no,yes
29,37.0,7.5,9.0,Hispanic,Hispanic,republican,democrat,catholic,catholic,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,4.0,-8.0,-1.5,no,yes,no,B,CU_DP,no,yes
53,40.0,16.0,14.0,NH white,Hispanic,democrat,democrat,jewish,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,fair,No,1.5,13.0,2.0,yes,no,yes,B,none,w2,no
38,39.0,17.0,16.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,20.0,-1.0,1.0,no,no,no,G,none,no,yes
44,50.0,16.0,16.0,NH white,NH white,democrat,democrat,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,8.0,-6.0,0.0,no,no,yes,G,none,no,yes
70,70.0,13.0,12.0,NH white,NH white,republican,other,catholic,none,retired,a mobile home,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,5.0,0.0,1.0,no,yes,yes,B,none,no,yes
46,48.0,14.0,16.0,NH white,NH white,democrat,other,"other non-christian, please specify","other non-christian, please specify",working,a one-family house attached to one or more houses,rented for cash,metro,south,same-sex couple,good,Yes,13.0,-2.0,-2.0,no,yes,no,B,none,no,yes
34,41.0,17.0,20.0,NH white,NH white,democrat,other,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,fair,Yes,4.0,-7.0,-3.0,no,yes,yes,G,none,no,yes
37,44.0,12.0,12.0,NH white,NH white,republican,republican,buddhist,buddhist,working,a one-family house detached from any other house,rented for cash,non-metro,west,different sex couple,good,Yes,11.0,-7.0,0.0,no,no,no,B,married,no,yes
65,60.0,20.0,13.0,NH white,NH white,democrat,other,"other non-christian, please specify",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,same-sex couple,excellent,Yes,25.0,5.0,7.0,no,yes,yes,B,none,no,yes
37,26.0,14.0,16.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,unemployed,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,fair,No,4.0,11.0,-2.0,no,no,no,L,none,w2,no
33,37.0,20.0,16.0, NH Other,NH white,democrat,democrat,catholic,none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,poor,No,0.45,-4.0,4.0,yes,no,yes,G,none,no,yes
43,49.0,13.0,11.0,NH white,NH white,democrat,other,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,poor,Yes,1.5,-6.0,2.0,no,yes,yes,L,none,w2,no
30,33.0,13.0,13.0,Hispanic, NH black,democrat,democrat,other christian,other christian,disabled,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,excellent,Yes,17.0,-3.0,0.0,yes,no,no,B,married,no,yes
49,46.0,16.0,17.0,NH white,NH white,democrat,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,0.75,3.0,-1.0,no,no,no,L,none,no,yes
59,59.0,13.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,fair,Yes,36.0,0.0,0.0,no,no,yes,G,married,no,yes
65,45.0,16.0,17.0,NH white,NH white,democrat,democrat,none,none,working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,good,No,6.0,20.0,-1.0,no,no,no,G,none,w2,no
52,54.0,20.0,16.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,23.0,-2.0,4.0,no,no,yes,S,married,no,yes
43,44.0,16.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,4.0,-1.0,0.0,no,no,yes,L,none,no,yes
57,55.0,17.0,17.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,8.0,2.0,0.0,no,no,yes,L,none,no,yes
37,38.0,14.0,14.0,NH white,NH white,republican,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,midwest,different sex couple,good,Yes,22.0,-1.0,0.0,no,yes,no,B,married,no,yes
80,51.0,17.0,17.0,NH white,NH white,republican,republican,catholic,catholic,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,No,4.0,29.0,0.0,no,no,no,S,none,w3,no
61,61.0,16.0,17.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,17.0,0.0,-1.0,no,no,yes,G,none,no,yes
50,43.0,14.0,14.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,excellent,Yes,0.75,7.0,0.0,no,no,yes,L,none,w2,no
23,24.0,13.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,non-metro,northeast,different sex couple,excellent,No,6.0,-1.0,0.0,no,no,yes,B,none,no,yes
51,59.0,13.0,16.0, NH black,NH white,democrat,republican,other christian,catholic,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,good,No,1.5,-8.0,-3.0,yes,yes,yes,G,none,no,yes
33,34.0,16.0,16.0,NH white,NH white,democrat,democrat,catholic,catholic,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,11.0,-1.0,0.0,no,no,no,B,married,no,yes
56,50.0,14.0,12.0,NH white,Hispanic,democrat,republican,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,excellent,Yes,5.0,6.0,2.0,yes,yes,no,B,married,no,yes
36,47.0,13.0,12.0,NH white,NH white,republican,other,other christian,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,4.0,-11.0,1.0,no,yes,yes,B,married,w2,no
44,59.0,20.0,17.0,NH white,NH white,democrat,democrat,buddhist,catholic,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,20.0,-15.0,3.0,no,no,yes,B,none,no,yes
52,50.0,13.0,16.0,NH white,NH white,democrat,other,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,28.0,2.0,-3.0,no,yes,yes,G,CU_DP,no,yes
52,37.0,13.0,16.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,fair,No,0.15,15.0,-3.0,no,no,no,B,none,no,yes
75,66.0,17.0,14.0,NH white,NH white,democrat,democrat,none,none,retired,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,good,Yes,29.0,9.0,3.0,no,no,no,L,CU_DP,no,yes
23,26.0,14.0,14.0,NH white,NH white,democrat,republican,other christian,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,excellent,No,2.5,-3.0,0.0,no,yes,yes,B,none,no,yes
48,42.0,13.0,13.0,NH white, NH Amer Indian,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,disabled,a mobile home,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,14.0,6.0,0.0,yes,no,yes,B,CU_DP,no,yes
63,50.0,20.0,20.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,13.0,13.0,0.0,no,no,yes,B,none,no,yes
36,39.0,12.0,13.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,midwest,different sex couple,good,Yes,14.0,-3.0,-1.0,no,no,no,B,married,no,yes
59,56.0,20.0,17.0,NH white,NH white,democrat,democrat,catholic,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,16.0,3.0,3.0,no,no,yes,G,none,no,yes
38,36.0,16.0,12.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,midwest,different sex couple,excellent,Yes,13.0,2.0,4.0,no,yes,yes,S,married,no,yes
44,47.0,17.0,12.0,NH white,NH white,democrat,democrat,other christian,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,8.0,-3.0,5.0,no,no,yes,B,none,no,yes
29,29.0,16.0,17.0,Hispanic,NH white,democrat,other,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,8.0,0.0,-1.0,yes,yes,yes,L,none,no,yes
45,45.0,16.0,16.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",catholic,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,6.0,0.0,0.0,no,no,yes,G,none,no,yes
39,32.0,17.0,17.0,NH white,NH white,republican,other,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,7.0,7.0,0.0,no,yes,yes,L,none,no,yes
37,34.0,17.0,16.0,NH white,NH white,democrat,democrat,none,catholic,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,4.0,3.0,1.0,no,no,yes,B,none,no,yes
36,24.0,16.0,16.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,0.75,12.0,0.0,no,no,no,L,none,w2,no
56,73.0,16.0,20.0,NH white,NH white,democrat,republican,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,29.0,-17.0,-4.0,no,yes,yes,G,married,no,yes
41,52.0,13.0,16.0,Hispanic,NH white,republican,other,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,rented for cash,metro,south,same-sex couple,good,No,1.5,-11.0,-3.0,yes,yes,yes,B,none,w3,no
48,62.0,12.0,13.0,NH white,Hispanic,democrat,other,catholic,catholic,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,19.0,-14.0,-1.0,yes,yes,no,B,married,no,yes
30,42.0,16.0,17.0,NH white,NH white,republican,democrat,jewish,jewish,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,5.0,-12.0,-1.0,no,yes,no,B,none,no,yes
50,48.0,16.0,12.0,Hispanic,Hispanic,democrat,democrat,none,other christian,working,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,excellent,Yes,10.0,2.0,4.0,no,no,yes,B,married,no,yes
48,50.0,16.0,16.0,NH white,NH white,democrat,democrat,other christian,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,24.0,-2.0,0.0,no,no,yes,B,married,no,yes
43,48.0,16.0,10.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,2.5,-5.0,6.0,no,no,yes,L,none,w2,no
36,37.0,20.0,17.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",other christian,other,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,good,Yes,10.0,-1.0,3.0,no,no,yes,L,CU_DP,no,yes
36,38.0,17.0,13.0,NH white,NH white,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,11.0,-2.0,4.0,no,no,no,G,CU_DP,no,yes
42,32.0,20.0,20.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",other christian,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,12.0,10.0,0.0,no,no,yes,L,married,no,yes
55,63.0,16.0,17.0,NH white,NH white,democrat,democrat,other christian,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,4.0,-8.0,-1.0,no,no,yes,G,married,no,yes
33,40.0,20.0,13.0,NH white,Hispanic,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,good,Yes,2.5,-7.0,7.0,yes,no,yes,G,none,w2,no
51,53.0,17.0,12.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,11.0,-2.0,5.0,no,no,no,L,married,no,yes
45,41.0,16.0,14.0, NH black,NH white,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,different sex couple,good,No,8.0,4.0,2.0,yes,no,no,B,none,no,yes
29,28.0,17.0,16.0,NH white,NH white,democrat,other,jewish,none,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,No,0.45,1.0,1.0,no,yes,yes,B,none,w2,no
